track_name,artist(s)_name,artist_count,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,season,num_followers
When I Was Your Man,Bruno Mars,1,2420,11,1661187319.0,0,0,806.0,0,0.0,145,-1.0,0,60,43,27,94,0,14,4,Winter,52200881.0
Let Me Down Slowly,Alec Benjamin,1,5897,19,1374581173.0,0,0,885.0,0,0.0,150,1.0,1,65,51,55,73,0,14,3,Spring,4671742.0
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,727,16,94186466.0,17,60,28.0,1,44.0,90,9.0,1,60,13,53,4,0,21,4,Summer,12484102.0
Do I Wanna Know?,Arctic Monkeys,1,33783,26,1788326445.0,133,92,,1,26.0,85,5.0,0,55,42,53,17,0,22,3,Winter,22332123.0
Demons,Imagine Dragons,1,26694,13,1840364617.0,65,82,,4,13.0,180,3.0,0,33,38,71,20,0,28,5,Winter,51071903.0
ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,YOASOBI,1,356,16,143573775.0,35,102,8.0,1,117.0,166,1.0,0,57,84,94,11,0,37,9,Spring,6724148.0
Reminder,The Weeknd,1,6518,17,684675814.0,45,85,238.0,1,47.0,160,8.0,0,71,40,50,16,0,16,22,Fall,74524232.0
Shake It Off,Taylor Swift,1,21335,13,1113838873.0,328,70,,9,20.0,160,7.0,0,65,95,80,5,0,41,16,Winter,92699744.0
Why'd You Only Call Me When You're High?,Arctic Monkeys,1,23389,29,1267333350.0,54,70,,2,1.0,92,2.0,0,70,81,63,4,0,8,4,Winter,22332123.0
SNAP,Rosa Linn,1,3202,18,726307468.0,148,80,226.0,24,0.0,170,-1.0,0,56,53,64,11,0,45,6,Spring,313910.0
Shape of You,Ed Sheeran,1,32181,10,3562543890.0,33,0,,7,0.0,96,1.0,1,83,93,65,58,0,9,8,Winter,115407525.0
Night Changes,One Direction,1,7124,18,1131090940.0,60,20,2.0,0,-1.0,120,8.0,0,67,40,52,86,0,12,4,Fall,33868745.0
Fin de Semana,"Oscar Maydon, Junior H",2,592,14,307370144.0,11,84,6.0,1,30.0,98,-1.0,0,70,37,54,6,0,9,8,Winter,12484102.0
Creep,Radiohead,1,36724,7,1271293243.0,146,72,,5,80.0,92,7.0,0,53,12,34,1,0,12,4,Fall,8956616.0
Car's Outside,James Arthur,1,794,10,265882712.0,38,25,61.0,0,263.0,150,9.0,0,34,24,56,4,0,11,3,Fall,14330253.0
Apocalypse,Cigarettes After Sex,1,13091,17,841749534.0,61,96,790.0,2,116.0,94,5.0,0,37,17,47,2,46,11,3,Spring,8747761.0
Cheques,Shubh,1,67,8,47956378.0,7,10,0.0,0,57.0,90,4.0,1,74,36,63,26,0,27,5,Spring,2310336.0
Pink + White,Frank Ocean,1,21574,30,806397070.0,112,68,266.0,1,39.0,160,9.0,0,54,54,55,67,0,42,11,Summer,12183600.0
Circles,Post Malone,1,19664,16,2132335812.0,391,73,633.0,3,37.0,120,-1.0,0,70,59,75,24,0,9,4,Summer,42705594.0
Just The Way You Are,Bruno Mars,1,21106,13,1641426668.0,82,0,,0,0.0,109,5.0,0,63,46,85,1,0,9,5,Winter,52200881.0
Take Me To Church,Hozier,1,23804,31,2135158446.0,187,99,,1,0.0,129,4.0,1,57,41,66,63,0,12,5,Fall,6113663.0
Bebe Dame,"Fuerza Regida, Grupo Frontera",2,849,22,367316268.0,27,129,21.0,7,111.0,157,7.0,0,54,75,60,30,0,7,5,Winter,12484102.0
You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2619,12,350381515.0,47,90,1.0,0,7.0,130,6.0,0,63,49,73,5,0,9,3,Spring,92699744.0
Titi Me Preguntï¿½,Bad Bunny,1,9037,42,1264310836.0,124,133,139.0,14,166.0,107,5.0,1,65,19,72,10,0,13,25,Spring,76681922.0
Better Than Revenge (Taylor's Version),Taylor Swift,1,86,11,30343206.0,3,33,3.0,0,1.0,146,11.0,1,50,67,89,0,0,19,8,Summer,92699744.0
Shut up My Moms Calling,Hotel Ugly,1,1788,14,405136812.0,1,50,19.0,0,19.0,139,9.0,1,48,37,41,32,0,10,10,Winter,439754.0
Have You Ever Seen The Rain?,Creedence Clearwater Revival,1,15890,14,1145727611.0,71,37,653.0,0,167.0,116,-1.0,0,74,76,70,7,0,13,3,Summer,6196533.0
Es un Secreto,Plan B,1,492,36,540654286.0,4,3,19.0,0,0.0,95,6.0,1,84,52,77,12,0,7,4,Summer,3608216.0
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,773,33,57312735.0,20,46,21.0,8,99.0,170,8.0,1,62,55,80,15,0,37,7,Summer,12484102.0
Ditto,NewJeans,1,1154,22,397582059.0,28,125,11.0,1,51.0,134,6.0,1,81,18,64,3,0,10,11,Winter,6097299.0
Take On Me,a-ha,1,44927,17,1479115056.0,34,0,,6,0.0,84,6.0,1,57,86,90,2,0,9,5,Fall,2258697.0
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,551,4,86773632.0,13,46,20.0,1,10.0,146,11.0,1,61,20,48,21,0,12,6,Summer,12484102.0
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,577,14,133753727.0,22,18,15.0,1,0.0,74,10.0,1,53,24,67,11,0,10,28,Spring,12484102.0
Acrï¿½ï¿½s,Shakira,1,955,29,123124076.0,37,50,79.0,11,31.0,144,11.0,0,75,35,48,84,0,10,12,Spring,32014653.0
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,995,19,463564958.0,12,117,9.0,5,3.0,136,11.0,1,77,79,73,15,0,27,10,Fall,12484102.0
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,178,6,64533040.0,6,71,1.0,0,31.0,100,4.0,0,56,53,55,53,0,12,4,Spring,12484102.0
S-Class,Stray Kids,1,290,19,65496046.0,9,101,5.0,0,73.0,105,5.0,1,89,67,78,9,0,7,33,Summer,13381385.0
Hits Different,Taylor Swift,1,547,0,68616963.0,15,15,6.0,0,0.0,106,5.0,0,67,24,78,15,0,30,4,Spring,92699744.0
Chanel,"Becky G, Peso Pluma",2,681,10,161460990.0,15,92,21.0,2,26.0,132,2.0,0,85,53,68,40,0,9,4,Spring,12484102.0
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,332,5,70106975.0,18,41,5.0,0,19.0,120,9.0,0,78,5,30,21,0,13,5,Summer,12484102.0
Area Codes,"Kaliii, Kaliii",2,1197,13,113509496.0,44,34,25.0,1,171.0,155,1.0,0,82,51,39,2,0,9,49,Spring,252621.0
Abcdario,"Junior H, Eden Muï¿½ï¿½",2,262,5,89933133.0,8,60,4.0,1,109.0,129,8.0,0,70,42,43,78,0,11,3,Spring,12484102.0
Obsessed,"Abhijay Sharma, Riar Saab",2,161,6,71007139.0,10,79,2.0,0,42.0,135,5.0,1,80,85,74,62,0,8,9,Fall,12484102.0
Piï¿½ï¿½man Deï¿½,"Semicenk, Doï¿½ï¿½u ",2,185,3,43522589.0,5,6,4.0,1,33.0,98,10.0,1,73,45,62,28,0,13,13,Summer,12484102.0
FLOWER,JISOO,1,839,18,232896922.0,20,110,20.0,0,69.0,124,9.0,1,84,64,39,3,0,11,4,Spring,2055565.0
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,259,0,37126685.0,5,17,5.0,0,0.0,135,9.0,1,77,28,55,18,0,22,15,Summer,12484102.0
Eyes Closed,Ed Sheeran,1,2915,30,195576623.0,116,69,107.0,3,675.0,107,2.0,0,78,39,53,30,0,11,6,Spring,115407525.0
Escapism.,"RAYE, 070 Shake",2,5129,25,532336353.0,116,84,114.0,18,348.0,96,2.0,0,54,25,74,14,0,9,11,Fall,12484102.0
La Jumpa,"Arcangel, Bad Bunny",2,3794,34,538115192.0,47,77,53.0,10,8.0,123,8.0,0,71,58,70,30,0,32,19,Fall,12484102.0
Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,588,0,46142772.0,23,21,31.0,0,0.0,90,8.0,0,62,7,62,6,0,58,6,Spring,12484102.0
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2959,16,401036314.0,41,69,38.0,0,36.0,117,5.0,1,72,45,59,14,0,20,21,Winter,12484102.0
Las Morras,"BLESSD, Peso Pluma",2,291,8,127026613.0,8,78,4.0,1,1.0,133,9.0,1,78,90,84,31,0,7,4,Spring,12484102.0
CHORRITO PA LAS ANIMAS,Feid,1,2321,36,345031710.0,29,65,34.0,5,3.0,96,8.0,1,74,61,83,11,0,35,6,Winter,8257073.0
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,536,10,288101651.0,10,72,8.0,3,14.0,149,8.0,0,66,85,60,40,0,14,13,Winter,12484102.0
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,359,2,60350538.0,1,0,9.0,0,0.0,110,6.0,1,66,32,40,81,0,11,3,Spring,12484102.0
Players,Coi Leray,1,4096,6,335074782.0,118,48,143.0,0,240.0,105,6.0,0,95,62,52,3,0,5,16,Fall,667277.0
Bite Me,ENHYPEN,1,349,69,76767396.0,8,96,5.0,0,56.0,105,1.0,0,80,69,78,28,0,11,14,Spring,6979528.0
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,381,5,46065667.0,23,82,6.0,0,113.0,134,11.0,0,76,61,58,6,0,16,3,Spring,12484102.0
Normal,Feid,1,2461,36,459276435.0,47,66,45.0,5,6.0,170,4.0,1,71,59,56,4,0,27,12,Summer,8257073.0
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,277,1,39666245.0,1,20,5.0,0,1.0,81,6.0,0,59,26,60,46,1,25,13,Summer,12484102.0
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,967,5,138517666.0,7,29,51.0,1,29.0,154,6.0,0,63,75,92,31,0,91,5,Spring,12484102.0
Bad Habit,Steve Lacy,1,8186,12,822633917.0,155,72,131.0,16,29.0,169,1.0,0,69,69,51,63,0,38,4,Summer,3858474.0
CUFF IT,Beyoncï¿½,1,7842,10,595900742.0,215,88,330.0,26,23.0,115,7.0,0,78,64,69,4,0,7,14,Summer,12484102.0
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,215,6,51985779.0,6,14,8.0,2,4.0,84,9.0,1,43,14,74,1,0,19,8,Summer,12484102.0
69,"Nicky Jam, Feid",2,1134,22,57945987.0,39,14,48.0,2,3.0,93,8.0,0,79,58,62,11,0,11,23,Spring,12484102.0
Niï¿½ï¿½a Bo,"Sean Paul, Feid",2,1305,34,115010040.0,29,26,43.0,5,44.0,91,7.0,0,82,47,62,10,0,10,15,Spring,12484102.0
Search & Rescue,Drake,1,2066,6,175097833.0,58,70,43.0,0,182.0,142,10.0,1,82,54,44,6,0,33,7,Spring,82003259.0
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyoncï¿½",2,896,0,57089066.0,34,2,33.0,0,1.0,126,1.0,0,78,20,70,1,0,16,4,Spring,12484102.0
Lavender Haze,Taylor Swift,1,3763,8,488386797.0,51,43,38.0,10,1.0,97,10.0,0,73,10,44,26,0,16,8,Fall,92699744.0
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,197,0,32761689.0,3,10,3.0,0,0.0,101,5.0,0,92,59,51,41,51,26,8,Summer,12484102.0
Efecto,Bad Bunny,1,4004,33,1047480053.0,34,65,43.0,6,2.0,98,7.0,1,80,23,48,14,0,6,5,Spring,76681922.0
Erro Gostoso - Ao Vivo,Simone Mendes,1,984,5,153454328.0,8,57,76.0,2,49.0,154,6.0,0,59,63,89,18,0,80,9,Winter,575244.0
Cupido,Tini,1,1240,24,217672943.0,51,29,63.0,4,54.0,120,9.0,0,91,63,58,52,0,31,22,Winter,7166186.0
Just Wanna Rock,Lil Uzi Vert,1,3995,13,457184829.0,72,27,47.0,0,0.0,150,11.0,0,49,4,55,7,0,6,3,Fall,16194769.0
Unstoppable,Sia,1,7681,13,939844851.0,119,66,,2,-1.0,174,9.0,0,47,27,78,11,0,10,8,Winter,27229063.0
Until I Found You,Stephen Sanchez,1,4427,4,726434358.0,69,100,154.0,20,438.0,202,10.0,0,34,25,51,69,0,18,4,Fall,967788.0
Rich Flex,"Drake, 21 Savage",2,4657,18,573633020.0,84,84,42.0,0,23.0,153,11.0,1,56,42,52,5,0,36,24,Fall,12484102.0
Easy On Me,Adele,1,10195,20,1406111294.0,258,87,657.0,22,9.0,142,5.0,0,60,13,37,58,0,13,3,Fall,52556644.0
Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",2,269,4,71573339.0,7,2,30.0,1,11.0,108,9.0,1,84,55,47,26,0,20,64,Spring,12484102.0
Danger (Spider) (Offset & JID),"Offset, JID",2,214,0,24975653.0,3,3,6.0,0,0.0,143,11.0,0,83,25,69,4,0,23,12,Summer,12484102.0
Oi Balde - Ao Vivo,Zï¿½ï¿½ Neto & Crist,1,845,2,145458418.0,12,57,47.0,1,33.0,108,2.0,0,67,55,67,60,0,80,5,Winter,12484102.0
The Real Slim Shady,Eminem,1,20763,27,1424589568.0,81,53,,1,17.0,104,5.0,1,95,78,66,3,0,4,6,Winter,78483293.0
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,1267,20,231332117.0,41,22,56.0,4,84.0,93,6.0,1,84,96,79,43,0,18,11,Winter,12484102.0
The Color Violet,Tory Lanez,1,2585,32,415932686.0,3,79,21.0,1,54.0,105,6.0,1,65,46,53,16,0,9,5,Winter,6137027.0
Glimpse of Us,Joji,1,6330,6,988515741.0,109,42,158.0,3,31.0,170,8.0,0,44,27,32,89,0,14,5,Summer,9087613.0
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,675,1,50847624.0,9,13,11.0,0,1.0,178,1.0,1,62,56,66,18,0,12,5,Spring,12484102.0
Curtains,Ed Sheeran,1,715,0,39893489.0,37,3,27.0,0,50.0,176,6.0,1,50,44,76,10,0,32,5,Spring,115407525.0
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,327,13,92035115.0,14,110,9.0,0,49.0,104,4.0,1,80,38,88,11,0,11,5,Spring,12484102.0
Haegeum,Agust D,1,244,12,118810253.0,6,84,10.0,2,9.0,85,7.0,0,70,83,84,31,0,47,30,Spring,13259205.0
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿½",2,385,4,77233241.0,17,7,41.0,1,29.0,117,6.0,1,77,69,58,39,0,26,5,Spring,12484102.0
MIENTRAS ME CURO DEL CORA,Karol G,1,1020,35,206399629.0,15,26,30.0,6,0.0,80,-1.0,0,52,57,48,86,0,15,39,Winter,41596834.0
Never Felt So Alone,Labrinth,1,1730,3,117747907.0,46,5,51.0,0,20.0,98,5.0,0,44,36,41,50,0,38,5,Spring,3092351.0
X SI VOLVEMOS,"Karol G, Romeo Santos",2,2127,33,266624541.0,45,80,53.0,8,4.0,178,1.0,1,79,58,78,34,0,11,25,Winter,12484102.0
ceilings,Lizzy McAlpine,1,3242,9,293186992.0,67,55,48.0,0,6.0,148,9.0,0,51,27,33,48,0,22,3,Spring,712282.0
Cupid,Fifty Fifty,1,526,10,139681964.0,15,93,30.0,0,320.0,120,2.0,0,77,94,66,65,0,38,3,Winter,1363551.0
I AM,IVE,1,366,15,123132751.0,16,102,7.0,0,55.0,122,4.0,1,68,38,88,1,0,8,5,Spring,3504733.0
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1,472,2,103762518.0,0,0,6.0,0,0.0,144,5.0,0,74,75,73,42,0,9,4,Winter,40439.0
Shorty Party,"Cartel De Santa, La Kelly",2,432,12,162887075.0,8,14,12.0,2,33.0,96,2.0,0,93,47,47,33,0,10,36,Spring,12484102.0
Super,SEVENTEEN,1,271,12,91221625.0,16,103,9.0,0,55.0,137,8.0,0,77,35,88,16,0,17,9,Spring,10541522.0
Slut Me Out,NLE Choppa,1,816,4,190490915.0,21,4,13.0,0,4.0,121,6.0,1,94,71,61,12,0,53,42,Spring,7051282.0
Double Fantasy (with Future),"The Weeknd, Future",2,1169,0,96180277.0,36,65,28.0,0,0.0,119,9.0,1,60,10,57,1,0,50,3,Spring,12484102.0
All Of The Girls You Loved Before,Taylor Swift,1,1282,6,185240616.0,26,6,19.0,0,5.0,96,2.0,0,72,40,47,71,0,13,4,Summer,92699744.0
PROVENZA,Karol G,1,6587,34,885093467.0,114,104,147.0,11,20.0,111,1.0,0,87,53,52,66,1,11,5,Spring,41596834.0
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,1444,4,104992946.0,0,0,0.0,0,0.0,148,9.0,0,90,74,68,14,0,10,19,Spring,12484102.0
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,356,10,147290338.0,4,64,4.0,2,37.0,182,9.0,0,57,80,59,8,0,6,5,Winter,12484102.0
Shivers,Ed Sheeran,1,10147,30,1302184087.0,234,71,543.0,18,-1.0,141,2.0,0,79,82,86,28,0,4,9,Fall,115407525.0
Igualito a Mi Apï¿½,"Fuerza Regida, Peso Pluma",2,265,6,158950978.0,8,84,5.0,1,4.0,145,4.0,1,76,80,81,19,0,6,9,Winter,12484102.0
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,351,9,76910644.0,16,90,10.0,0,64.0,110,11.0,1,76,26,70,1,0,41,6,Spring,12484102.0
Komang,Raim Laode,1,158,4,137123880.0,5,6,1.0,1,18.0,134,7.0,0,70,35,41,41,0,10,3,Summer,766371.0
DESPECHï¿½,ROSALï¿½,1,7613,33,782369383.0,180,90,422.0,15,55.0,130,7.0,0,92,78,62,18,0,6,10,Summer,12484102.0
Made You Look,Meghan Trainor,1,3956,6,502574952.0,142,23,127.0,3,16.0,145,10.0,0,84,88,53,35,0,8,7,Fall,14212104.0
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,1638,10,207033255.0,0,0,21.0,0,0.0,130,11.0,1,69,36,90,1,10,15,4,Winter,12484102.0
No Se Va,Grupo Frontera,1,924,18,404887295.0,17,80,22.0,9,38.0,173,-1.0,0,59,69,53,12,0,23,3,Spring,2313107.0
Punto G,Quevedo,1,1985,35,381161027.0,34,26,37.0,5,1.0,92,11.0,1,75,55,76,25,0,10,15,Fall,3298643.0
Lovers Rock,TV Girl,1,6339,13,466231982.0,3,1,36.0,1,37.0,105,5.0,1,56,57,87,0,1,10,4,Summer,3800497.0
METAMORPHOSIS,INTERWORLD,1,1561,24,357580552.0,18,78,24.0,0,30.0,175,7.0,1,59,15,64,43,90,12,10,Fall,557602.0
Mami Chula,"Quevedo, Jhayco",2,875,4,61105704.0,17,13,27.0,0,43.0,120,7.0,1,80,33,70,22,0,9,4,Spring,12484102.0
En Paris,"El Chachito, Junior H",2,406,5,198275403.0,3,31,2.0,1,0.0,139,3.0,1,70,77,48,37,0,12,5,Winter,12484102.0
Set Me Free Pt.2,Jimin,1,340,13,168448603.0,4,71,16.0,1,9.0,132,-1.0,1,59,56,82,12,0,12,6,Spring,6889063.0
I Was Never There,"The Weeknd, Gesaffelstein",2,4188,15,705469769.0,30,70,142.0,0,27.0,114,10.0,0,32,17,74,14,0,17,3,Spring,12484102.0
Don't ever say love me (feat. RM of BTS),"RM, Colde",2,105,0,34502215.0,5,9,5.0,0,0.0,145,11.0,1,54,19,48,36,0,37,5,Spring,12484102.0
Shut Down,BLACKPINK,1,1524,17,482175240.0,53,120,62.0,0,2.0,110,-1.0,0,82,67,69,0,0,18,4,Fall,46866673.0
Gato de Noche,"Nengo Flow, Bad Bunny",2,2651,30,304118600.0,21,55,32.0,3,0.0,94,8.0,0,89,61,66,17,0,36,16,Winter,12484102.0
Call Out My Name,The Weeknd,1,11087,6,1449799467.0,151,107,801.0,1,105.0,134,1.0,0,45,17,60,21,0,33,4,Spring,74524232.0
Like Crazy (English Version),Jimin,1,373,19,173627354.0,4,72,5.0,0,5.0,120,7.0,0,62,32,76,0,0,39,4,Spring,6889063.0
Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",2,200,4,90025258.0,8,77,2.0,1,1.0,123,7.0,1,70,86,68,24,0,11,4,Winter,12484102.0
Sunroof,"Nicky Youre, Dazy",2,3741,17,652704649.0,156,35,110.0,19,0.0,131,10.0,0,77,84,71,35,0,15,4,Winter,12484102.0
Lose Yourself - Soundtrack Version,Eminem,1,32502,21,1829992958.0,247,54,,1,51.0,171,2.0,0,70,6,73,1,0,36,26,Winter,78483293.0
Superman,"Eminem, Dina Rae",2,7615,14,655466831.0,18,51,,0,0.0,130,4.0,1,80,64,76,2,0,20,6,Spring,12484102.0
Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,1208,34,146409671.0,10,41,20.0,0,1.0,94,11.0,0,82,53,67,34,0,9,8,Spring,12484102.0
People Pt.2 (feat. IU),"IU, Agust D",2,209,4,95816024.0,4,45,11.0,2,24.0,89,7.0,1,73,44,57,39,0,32,6,Spring,12484102.0
REMIX EXCLUSIVO,Feid,1,1235,9,117206995.0,20,8,15.0,0,6.0,87,5.0,1,65,71,56,4,0,15,20,Spring,8257073.0
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,654,3,100409613.0,11,3,18.0,1,1.0,124,11.0,1,72,79,78,55,0,15,30,Spring,12484102.0
DOGTOOTH,"Tyler, The Creator",2,1479,0,80758350.0,23,0,18.0,0,33.0,78,8.0,0,71,80,65,51,0,22,32,Spring,13122189.0
10:35,"Tiï¿½ï¿½sto, Tate M",2,4942,26,325592432.0,190,104,147.0,18,63.0,120,8.0,0,70,70,79,7,0,18,10,Fall,12484102.0
SORRY NOT SORRY,"Tyler, The Creator",2,709,0,58473276.0,8,1,13.0,0,0.0,96,6.0,1,48,50,80,40,0,37,20,Spring,13122189.0
HAPPY,NF,1,660,0,52722996.0,22,7,11.0,0,78.0,106,7.0,0,73,22,86,31,0,12,4,Spring,9204329.0
La Bebe,Yng Lvcas,1,489,17,191945597.0,4,11,5.0,1,2.0,170,2.0,1,78,75,46,62,0,12,35,Winter,258401.0
I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,407,0,77377503.0,16,15,5.0,0,1.0,134,11.0,1,67,11,76,8,47,30,7,Spring,12484102.0
Late Night Talking,Harry Styles,1,7461,8,743693613.0,166,42,199.0,16,58.0,115,10.0,0,71,90,73,30,0,11,5,Spring,30156319.0
Leï¿½,Marï¿½ï¿½lia Mendo,1,993,4,267789608.0,30,84,88.0,1,28.0,130,6.0,0,74,79,87,45,0,30,3,Winter,12484102.0
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2,9161,5,1221813483.0,240,98,468.0,3,10.0,118,-1.0,0,65,63,79,3,0,10,3,Spring,12484102.0
Something in the Orange,Zach Bryan,1,3282,12,449701773.0,67,84,46.0,16,117.0,110,7.0,0,59,22,38,42,0,12,3,Spring,2571545.0
VOID,Melanie Martinez,1,596,0,67070410.0,29,9,12.0,0,52.0,100,9.0,0,72,42,66,18,4,19,4,Spring,18718521.0
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,320,6,116334601.0,5,48,2.0,1,9.0,142,7.0,1,70,76,79,26,0,11,7,Spring,12484102.0
Midnight Rain,Taylor Swift,1,2612,4,433356509.0,19,29,21.0,0,0.0,140,-1.0,0,64,18,37,72,0,12,7,Fall,92699744.0
If We Ever Broke Up,Mae Stephens,1,2040,4,165584767.0,81,27,66.0,9,444.0,116,7.0,0,90,96,73,62,0,9,4,Winter,147584.0
You Proof,Morgan Wallen,1,2128,9,367814306.0,37,88,9.0,0,14.0,120,9.0,0,73,64,85,25,0,61,3,Spring,7662966.0
LA INOCENTE,"Feid, Mora",2,2598,37,477033549.0,28,57,43.0,8,85.0,92,5.0,1,76,46,79,31,0,7,6,Spring,12484102.0
Malas Decisiones,Kenia OS,1,542,2,156214700.0,23,2,21.0,0,0.0,110,8.0,1,81,64,79,5,0,31,3,Fall,3925495.0
Murder In My Mind,Kordhell,1,2459,20,448843705.0,20,68,50.0,0,22.0,120,10.0,0,71,57,97,1,0,13,11,Winter,1007452.0
Gangsta's Paradise,"Coolio, L.V.",2,10624,17,1357608774.0,21,0,386.0,0,-1.0,80,8.0,0,63,40,61,9,0,56,6,Summer,12484102.0
CAIRO,"Karol G, Ovy On The Drums",2,2418,26,294352144.0,52,66,55.0,1,16.0,115,5.0,1,95,43,69,47,0,9,31,Fall,12484102.0
I Love You So,The Walters,1,7536,7,972164968.0,44,19,135.0,0,6.0,76,10.0,0,58,46,67,65,0,13,4,Fall,571231.0
Dark Red,Steve Lacy,1,10431,7,920045682.0,71,53,181.0,0,10.0,172,6.0,0,60,77,78,45,0,12,6,Winter,3858474.0
Say You Won't Let Go,James Arthur,1,15722,16,2420461338.0,231,37,,0,13.0,99,10.0,0,40,45,56,69,0,9,5,Fall,14330253.0
The Hills,The Weeknd,1,25744,4,1947371785.0,122,94,,0,18.0,136,-1.0,1,36,12,57,9,0,14,8,Spring,74524232.0
Heart To Heart,Mac DeMarco,1,1640,0,244658767.0,27,27,29.0,1,1.0,150,8.0,1,90,64,14,67,35,11,10,Spring,4821642.0
Peaches (from The Super Mario Bros. Movie),Jack Black,1,34,0,68216992.0,0,0,0.0,0,0.0,92,10.0,1,71,41,31,79,0,10,5,Spring,112284.0
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,1845,16,223582566.0,20,8,30.0,2,0.0,95,1.0,0,77,72,87,17,0,7,5,Winter,12484102.0
LOKERA,"Brray, Rauw Alejandro, Lyanno",3,3301,30,471819764.0,72,64,64.0,6,3.0,102,11.0,1,83,58,83,21,0,10,5,Summer,12484102.0
Low,SZA,1,1911,0,272377463.0,23,71,14.0,0,9.0,145,-1.0,1,70,34,55,43,0,16,6,Winter,15736279.0
Numb,Linkin Park,1,20111,5,1361425037.0,39,0,,0,0.0,110,9.0,0,50,24,86,0,0,64,4,Spring,24725885.0
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2,1529,0,149778242.0,32,18,39.0,2,0.0,95,-1.0,0,64,30,77,46,0,38,6,Winter,12484102.0
on the street (with J. Cole),"j-hope, J. Cole",2,615,2,116599790.0,22,82,8.0,0,9.0,94,11.0,1,68,81,82,53,0,9,13,Spring,12484102.0
One Thing At A Time,Morgan Wallen,1,811,4,148469433.0,11,58,5.0,0,21.0,142,7.0,0,61,92,91,0,0,26,3,Winter,7662966.0
Miss You,"Robin Schulz, Oliver Tree",2,5730,10,497225336.0,108,16,197.0,3,165.0,145,6.0,1,59,20,74,1,0,15,5,Summer,12484102.0
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,1,356,4,88791109.0,4,20,0.0,0,0.0,121,6.0,1,64,67,80,0,0,36,3,Spring,7662966.0
